8.0	1.0	0.20	0.62
8.5	1.0	0.36	0.55
8.8	1.0	0.43	0.54
9.0	1.0	0.52	0.55
9.7	1.0	0.84	0.73
10.3	1.0	0.96	0.89
11.0	1.0	0.88	0.98
11.6	1.0	0.69	0.96
12.0	1.0	0.56	0.92
12.5	1.0	0.44	0.87
13.0	1.0	0.38	0.91
