7.8493   0.0026
8.0744   0.0093
8.3051   0.0029
8.5615   0.0016
8.7814   -0.0028
9.0002   -0.0095
9.2656   -0.0167
9.4738   -0.0210
9.7146   -0.0308
9.9354   -0.0331
10.2033   -0.0349
10.4130   -0.0362
10.6593   -0.0341
10.8940   -0.0318
11.1303   -0.0261
11.3545   -0.0215
11.5911   -0.0150
11.8615   -0.0114
12.0737   -0.0072
12.3095   -0.0026
12.5665   -0.0026
12.8008   -0.0013
13.0352   0.0003
13.2935   0.0031
13.5154   0.0029

